texto; disc. token (%); disc. split (%); disc. etiquetas (%); numero de tokens para %;numero de tokens anotador 1; numero de tokens anotador 2; numero de split para %; numero de split anotador 1; numero de split anotador 2; POS disc. anotador1; POS disc. anotador2; pares discrepantes (POS anotador1 : POS anotador2);discrepancias POS (POS1 - token1 : POS2 - token2);
['S0211-69952014000100016-1.txt_tagged'];0,000;0,000;1,020;490;490;490;21;21;21;[('derecho - AQ0MS0', 2), ('terminal - AQ0CS0', 1), ('derechos - AQ0MP0', 1), ('alta - NCFS000', 1)];[('derecho - NCMS000', 2), ('terminal - NCCS000', 1), ('derechos - NCMP000', 1), ('alta - AQ0FS0', 1)];[('[ AQ0MS0 : NCMS000 ]', 2), ('[ AQ0CS0 : NCCS000 ]', 1), ('[ AQ0MP0 : NCMP000 ]', 1), ('[ NCFS000 : AQ0FS0 ]', 1)];['[ AQ0CS0 - terminal : NCCS000 - terminal ]', '[ AQ0MS0 - derecho : NCMS000 - derecho ]', '[ AQ0MP0 - derechos : NCMP000 - derechos ]', '[ AQ0MS0 - derecho : NCMS000 - derecho ]', '[ NCFS000 - alta : AQ0FS0 - alta ]'];
['es-S0365-66912008000100009-3.txt_tagged'];0,000;0,000;0,465;215;215;215;8;8;8;[('resolverse - VMN0000+P00CN000', 1)];[('resolverse - VMN0000+PP3CN000', 1)];[('[ VMN0000+P00CN000 : VMN0000+PP3CN000 ]', 1)];['[ VMN0000+P00CN000 - resolverse : VMN0000+PP3CN000 - resolverse ]'];
['S0004-06142006000700012-1.txt_tagged'];0,000;0,000;1,266;395;395;395;12;12;12;[('negativa - AQ0FS0', 2), ('diferencial - AQ0CS0', 1), ('mismo - PI0MS000', 1), ('instaurándose - VMG0000+P00CN000', 1)];[('negativa - NCFS000', 2), ('diferencial - NCMS000', 1), ('mismo - AQ0MS0', 1), ('instaurándose - VMG0000+PP3CN000', 1)];[('[ AQ0FS0 : NCFS000 ]', 2), ('[ AQ0CS0 : NCMS000 ]', 1), ('[ PI0MS000 : AQ0MS0 ]', 1), ('[ VMG0000+P00CN000 : VMG0000+PP3CN000 ]', 1)];['[ AQ0CS0 - diferencial : NCMS000 - diferencial ]', '[ AQ0FS0 - negativa : NCFS000 - negativa ]', '[ PI0MS000 - mismo : AQ0MS0 - mismo ]', '[ VMG0000+P00CN000 - instaurándose : VMG0000+PP3CN000 - instaurándose ]', '[ AQ0FS0 - negativa : NCFS000 - negativa ]'];
['es-S1130-05582014000300006-1.txt_tagged'];0,000;0,000;1,554;386;386;386;12;12;12;[('postoperatoria3 - AQ0FS0', 1), ('junto - RG', 1), ('relleno - NCMS000', 1), ('demostrándose - VMG0000+P00CN000', 1), ('integrum - AQ0CS0', 1), ('denervación-reinervación - NCFS000', 1)];[('postoperatoria3 - NC00000', 1), ('junto - VMIP1S0', 1), ('relleno - AQ0MS0', 1), ('demostrándose - VMG0000+PP3CN000', 1), ('integrum - NC00000', 1), ('denervación-reinervación - NC00000', 1)];[('[ AQ0FS0 : NC00000 ]', 1), ('[ RG : VMIP1S0 ]', 1), ('[ NCMS000 : AQ0MS0 ]', 1), ('[ VMG0000+P00CN000 : VMG0000+PP3CN000 ]', 1), ('[ AQ0CS0 : NC00000 ]', 1), ('[ NCFS000 : NC00000 ]', 1)];['[ AQ0FS0 - postoperatoria3 : NC00000 - postoperatoria3 ]', '[ RG - junto : VMIP1S0 - junto ]', '[ NCMS000 - relleno : AQ0MS0 - relleno ]', '[ VMG0000+P00CN000 - demostrándose : VMG0000+PP3CN000 - demostrándose ]', '[ AQ0CS0 - integrum : NC00000 - integrum ]', '[ NCFS000 - denervación-reinervación : NC00000 - denervación-reinervación ]'];
['S0210-48062006000300015-1.txt_tagged'];0,249;0,000;1,247;401;402;401;11;11;11;[('derecha - AQ0FS0', 1), ('afecta - AQ0FS0', 1), ('J - NC00000', 1), ('largo - NCMS000', 1), ('paciente - AQ0CS0', 1)];[('derecha - NCFS000', 1), ('afecta - VMIP3S0', 1), ('J. - NC00000', 1), ('largo - RG', 1), ('paciente - NCCS000', 1)];[('[ AQ0FS0 : NCFS000 ]', 1), ('[ AQ0FS0 : VMIP3S0 ]', 1), ('[ NC00000 : NC00000 ]', 1), ('[ NCMS000 : RG ]', 1), ('[ AQ0CS0 : NCCS000 ]', 1)];['[ AQ0FS0 - derecha : NCFS000 - derecha ]', '[ AQ0FS0 - afecta : VMIP3S0 - afecta ]', '[ NC00000 - J : NC00000 - J. ]', '[ NCMS000 - largo : RG - largo ]', '[ AQ0CS0 - paciente : NCCS000 - paciente ]'];
['es-S0365-66912008000100007-1.txt_tagged'];0,000;0,000;2,367;169;169;169;10;10;10;[('Niña - NCFS000', 1), ('Rh - NC00000', 1), ('A - NCFS000', 1), ('derecho - AQ0MS0', 1)];[('Niña - NP00000', 1), ('Rh - NP00000', 1), ('A - SPS00', 1), ('derecho - NCMS000', 1)];[('[ NCFS000 : NP00000 ]', 1), ('[ NC00000 : NP00000 ]', 1), ('[ NCFS000 : SPS00 ]', 1), ('[ AQ0MS0 : NCMS000 ]', 1)];['[ NCFS000 - Niña : NP00000 - Niña ]', '[ NC00000 - Rh : NP00000 - Rh ]', '[ NCFS000 - A : SPS00 - A ]', '[ AQ0MS0 - derecho : NCMS000 - derecho ]'];
['es-S0004-06142005001000011-3.txt_tagged'];0,000;0,000;1,754;399;399;399;16;16;16;[('sobretodo - RG', 2), ('junto - RG', 1), ('alta - NCFS000', 1), ('derechos - AQ0MS0', 1), ('HTLV-I - NC00000', 1), ('disminuirse - VMN0000+P00CN000', 1)];[('sobretodo - NCMS000', 2), ('junto - VMIP1S0', 1), ('alta - AQ0FS0', 1), ('derechos - NCMP000', 1), ('HTLV-I - NP00000', 1), ('disminuirse - VMN0000+PP3CN000', 1)];[('[ RG : NCMS000 ]', 2), ('[ RG : VMIP1S0 ]', 1), ('[ NCFS000 : AQ0FS0 ]', 1), ('[ AQ0MS0 : NCMP000 ]', 1), ('[ NC00000 : NP00000 ]', 1), ('[ VMN0000+P00CN000 : VMN0000+PP3CN000 ]', 1)];['[ RG - junto : VMIP1S0 - junto ]', '[ NCFS000 - alta : AQ0FS0 - alta ]', '[ RG - sobretodo : NCMS000 - sobretodo ]', '[ AQ0MS0 - derechos : NCMP000 - derechos ]', '[ NC00000 - HTLV-I : NP00000 - HTLV-I ]', '[ RG - sobretodo : NCMS000 - sobretodo ]', '[ VMN0000+P00CN000 - disminuirse : VMN0000+PP3CN000 - disminuirse ]'];
['S1130-01082008000900015-1.txt_tagged'];0,000;0,000;2,979;235;235;235;10;10;10;[('derecha - AQ0FS0', 2), ('Exploración - NCFS000', 1), ('positivo - AQ0MS0', 1), ('recto - NCMS000', 1), ('mecánica - AQ0FS0', 1), ('alta - NCFS000', 1)];[('derecha - NCFS000', 2), ('Exploración - NP00000', 1), ('positivo - NCMS000', 1), ('recto - AQ0MS0', 1), ('mecánica - NCFS000', 1), ('alta - AQ0FS0', 1)];[('[ AQ0FS0 : NCFS000 ]', 3), ('[ NCFS000 : NP00000 ]', 1), ('[ AQ0MS0 : NCMS000 ]', 1), ('[ NCMS000 : AQ0MS0 ]', 1), ('[ NCFS000 : AQ0FS0 ]', 1)];['[ NCFS000 - Exploración : NP00000 - Exploración ]', '[ AQ0MS0 - positivo : NCMS000 - positivo ]', '[ NCMS000 - recto : AQ0MS0 - recto ]', '[ AQ0FS0 - derecha : NCFS000 - derecha ]', '[ AQ0FS0 - derecha : NCFS000 - derecha ]', '[ AQ0FS0 - mecánica : NCFS000 - mecánica ]', '[ NCFS000 - alta : AQ0FS0 - alta ]'];
['S1130-05582008000300004-1.txt_tagged'];0,000;0,000;1,650;303;303;303;14;14;14;[('derecho - AQ0MS0', 1), ('inferior.46 - AQ0CS0', 1), ('preservarlo.1 - VMN0000+PP3CNA00', 1), ('XIIIa - Z', 1), ('negativas - AQ0FP0', 1)];[('derecho - NCMS000', 1), ('inferior.46 - NC00000', 1), ('preservarlo.1 - NC00000', 1), ('XIIIa - NP00000', 1), ('negativas - NCFP000', 1)];[('[ AQ0MS0 : NCMS000 ]', 1), ('[ AQ0CS0 : NC00000 ]', 1), ('[ VMN0000+PP3CNA00 : NC00000 ]', 1), ('[ Z : NP00000 ]', 1), ('[ AQ0FP0 : NCFP000 ]', 1)];['[ AQ0MS0 - derecho : NCMS000 - derecho ]', '[ AQ0CS0 - inferior.46 : NC00000 - inferior.46 ]', '[ VMN0000+PP3CNA00 - preservarlo.1 : NC00000 - preservarlo.1 ]', '[ Z - XIIIa : NP00000 - XIIIa ]', '[ AQ0FP0 - negativas : NCFP000 - negativas ]'];
['es-S1139-76322010000600010-1.txt_tagged'];0,283;0,000;0,850;353;353;355;16;16;16;[('Saint_John_of_God - NP00000', 1), ('verdes1 - AQ0MP0', 1), ('medio - AQ0MS0', 1)];[('Saint_John - NP00000', 1), ('verdes1 - NC00000', 1), ('medio - NCMS000', 1)];[('[ NP00000 : NP00000 ]', 1), ('[ AQ0MP0 : NC00000 ]', 1), ('[ AQ0MS0 : NCMS000 ]', 1)];['[ NP00000 - Saint_John_of_God : NP00000 - Saint_John ]', '[ AQ0MP0 - verdes1 : NC00000 - verdes1 ]', '[ AQ0MS0 - medio : NCMS000 - medio ]'];
['S0365-66912004001200010-2.txt_tagged'];0,000;0,000;0,427;234;234;234;9;9;9;[('derecho - AQ0MS0', 1)];[('derecho - NCMS000', 1)];[('[ AQ0MS0 : NCMS000 ]', 1)];['[ AQ0MS0 - derecho : NCMS000 - derecho ]'];
['S0365-66912004000900009-1.txt_tagged'];0,000;0,000;3,114;289;289;289;13;13;13;[('V - Z', 2), ('derecho - AQ0MS0', 1), ('antecedentes - NCMP000', 1), ('familiares - AQ0CP0', 1), ('llama - NCFS000', 1), ('realizándose - VMG0000+P00CN000', 1), ('encontrarse - VMN0000+P00CN000', 1), ('cuenta - VMIP3S0', 1)];[('V - NC00000', 2), ('derecho - NCMS000', 1), ('antecedentes - AQ0CP0', 1), ('familiares - NCMP000', 1), ('llama - VMIP3S0', 1), ('realizándose - VMG0000+PP3CN000', 1), ('encontrarse - VMN0000+PP3CN000', 1), ('cuenta - NCFS000', 1)];[('[ Z : NC00000 ]', 2), ('[ AQ0MS0 : NCMS000 ]', 1), ('[ NCMP000 : AQ0CP0 ]', 1), ('[ AQ0CP0 : NCMP000 ]', 1), ('[ NCFS000 : VMIP3S0 ]', 1), ('[ VMG0000+P00CN000 : VMG0000+PP3CN000 ]', 1), ('[ VMN0000+P00CN000 : VMN0000+PP3CN000 ]', 1), ('[ VMIP3S0 : NCFS000 ]', 1)];['[ AQ0MS0 - derecho : NCMS000 - derecho ]', '[ NCMP000 - antecedentes : AQ0CP0 - antecedentes ]', '[ AQ0CP0 - familiares : NCMP000 - familiares ]', '[ NCFS000 - llama : VMIP3S0 - llama ]', '[ Z - V : NC00000 - V ]', '[ VMG0000+P00CN000 - realizándose : VMG0000+PP3CN000 - realizándose ]', '[ Z - V : NC00000 - V ]', '[ VMN0000+P00CN000 - encontrarse : VMN0000+PP3CN000 - encontrarse ]', '[ VMIP3S0 - cuenta : NCFS000 - cuenta ]'];
['es-S1139-76322010000100009-1.txt_tagged'];0,000;0,000;3,401;294;294;294;12;12;12;[('incisivos - NCMP000', 3), ('centrales - AQ0CP0', 2), ('cortical - NCMS000', 1), ('conoide - AQ0CS0', 1), ('derecho - AQ0MS0', 1), ('periódicos - AQ0MP0', 1), ('laterales - AQ0CP0', 1)];[('incisivos - AQ0MP0', 3), ('centrales - NCFP000', 2), ('cortical - AQ0CS0', 1), ('conoide - NCMS000', 1), ('derecho - NCMS000', 1), ('periódicos - NCMP000', 1), ('laterales - NCMP000', 1)];[('[ NCMP000 : AQ0MP0 ]', 3), ('[ AQ0CP0 : NCFP000 ]', 2), ('[ NCMS000 : AQ0CS0 ]', 1), ('[ AQ0CS0 : NCMS000 ]', 1), ('[ AQ0MS0 : NCMS000 ]', 1), ('[ AQ0MP0 : NCMP000 ]', 1), ('[ AQ0CP0 : NCMP000 ]', 1)];['[ NCMS000 - cortical : AQ0CS0 - cortical ]', '[ NCMP000 - incisivos : AQ0MP0 - incisivos ]', '[ AQ0CP0 - centrales : NCFP000 - centrales ]', '[ AQ0CS0 - conoide : NCMS000 - conoide ]', '[ NCMP000 - incisivos : AQ0MP0 - incisivos ]', '[ AQ0CP0 - centrales : NCFP000 - centrales ]', '[ AQ0MS0 - derecho : NCMS000 - derecho ]', '[ AQ0MP0 - periódicos : NCMP000 - periódicos ]', '[ NCMP000 - incisivos : AQ0MP0 - incisivos ]', '[ AQ0CP0 - laterales : NCMP000 - laterales ]'];
['S0211-69952014000400020-1.txt_tagged'];0,000;0,000;1,258;159;159;159;6;6;6;[('bajo - AQ0MS0', 1), ('izquierda - AQ0FS0', 1)];[('bajo - SPS00', 1), ('izquierda - NCFS000', 1)];[('[ AQ0MS0 : SPS00 ]', 1), ('[ AQ0FS0 : NCFS000 ]', 1)];['[ AQ0MS0 - bajo : SPS00 - bajo ]', '[ AQ0FS0 - izquierda : NCFS000 - izquierda ]'];
['S1134-80462009000200004-1.txt_tagged'];0,000;0,000;1,394;287;287;287;11;11;11;[('I - Z', 2), ('alta - NCFS000', 1), ('sí - RG', 1)];[('I - NC00000', 2), ('alta - AQ0FS0', 1), ('sí - PP3CNO00', 1)];[('[ Z : NC00000 ]', 2), ('[ NCFS000 : AQ0FS0 ]', 1), ('[ RG : PP3CNO00 ]', 1)];['[ NCFS000 - alta : AQ0FS0 - alta ]', '[ Z - I : NC00000 - I ]', '[ Z - I : NC00000 - I ]', '[ RG - sí : PP3CNO00 - sí ]'];
['es-S1699-695X2014000200007-1.txt_tagged'];0,437;0,000;1,092;458;458;460;14;14;14;[('3a - AO0FS0', 2), ('negativos - AQ0MP0', 1), ('Digestivo - NCMS000', 1), ('izquierda - AQ0FS0', 1)];[('3 - Z', 2), ('negativos - NCMP000', 1), ('Digestivo - NP00000', 1), ('izquierda - NCFS000', 1)];[('[ AO0FS0 : Z ]', 2), ('[ AQ0MP0 : NCMP000 ]', 1), ('[ NCMS000 : NP00000 ]', 1), ('[ AQ0FS0 : NCFS000 ]', 1)];['[ AQ0MP0 - negativos : NCMP000 - negativos ]', '[ NCMS000 - Digestivo : NP00000 - Digestivo ]', '[ AO0FS0 - 3a : Z - 3 ]', '[ AO0FS0 - 3a : Z - 3 ]', '[ AQ0FS0 - izquierda : NCFS000 - izquierda ]'];
['S0004-06142006000500012-1.txt_tagged'];0,000;0,000;3,333;450;450;450;16;16;16;[('derecha - AQ0FS0', 2), ('derecho - AQ0MS0', 2), ('dicha - VMP00SF', 2), ('alta - NCFS000', 2), ('Ecografía - NCFS000', 1), ('10x10 - Z', 1), ('objetivándose - VMG0000+P00CN000', 1), ('cava - NCFS000', 1), ('realizándosele - VMG0000+P00CN000+PP3CSD00', 1), ('evidenciándose - VMG0000+P00CN000', 1), ('Oncología - NCFS000', 1)];[('derecha - NCFS000', 2), ('derecho - NCMS000', 2), ('dicha - NCFS000', 2), ('alta - AQ0FS0', 2), ('Ecografía - NP00000', 1), ('10x10 - NC00000', 1), ('objetivándose - VMG0000+PP3CN000', 1), ('cava - NCCS000', 1), ('realizándosele - VMG0000+PP3CN000+PP3CSD00', 1), ('evidenciándose - VMG0000+PP3CN000', 1), ('Oncología - NP00000', 1)];[('[ NCFS000 : NP00000 ]', 2), ('[ AQ0FS0 : NCFS000 ]', 2), ('[ AQ0MS0 : NCMS000 ]', 2), ('[ VMG0000+P00CN000 : VMG0000+PP3CN000 ]', 2), ('[ VMP00SF : NCFS000 ]', 2), ('[ NCFS000 : AQ0FS0 ]', 2), ('[ Z : NC00000 ]', 1), ('[ NCFS000 : NCCS000 ]', 1), ('[ VMG0000+P00CN000+PP3CSD00 : VMG0000+PP3CN000+PP3CSD00 ]', 1)];['[ NCFS000 - Ecografía : NP00000 - Ecografía ]', '[ AQ0FS0 - derecha : NCFS000 - derecha ]', '[ AQ0MS0 - derecho : NCMS000 - derecho ]', '[ Z - 10x10 : NC00000 - 10x10 ]', '[ VMG0000+P00CN000 - objetivándose : VMG0000+PP3CN000 - objetivándose ]', '[ AQ0FS0 - derecha : NCFS000 - derecha ]', '[ NCFS000 - cava : NCCS000 - cava ]', '[ VMG0000+P00CN000+PP3CSD00 - realizándosele : VMG0000+PP3CN000+PP3CSD00 - realizándosele ]', '[ VMP00SF - dicha : NCFS000 - dicha ]', '[ NCFS000 - alta : AQ0FS0 - alta ]', '[ VMP00SF - dicha : NCFS000 - dicha ]', '[ VMG0000+P00CN000 - evidenciándose : VMG0000+PP3CN000 - evidenciándose ]', '[ NCFS000 - alta : AQ0FS0 - alta ]', '[ NCFS000 - Oncología : NP00000 - Oncología ]', '[ AQ0MS0 - derecho : NCMS000 - derecho ]'];
['es-S1130-63432014000500008-1.txt_tagged'];0,000;0,000;2,145;373;373;373;10;10;10;[('v.o. - NC00000', 6), ('s.c. - NC00000', 1), ('acortándose - VMG0000+P00CN000', 1)];[('v.o. - NCFS000', 6), ('s.c. - NCFS000', 1), ('acortándose - VMG0000+PP3CN000', 1)];[('[ NC00000 : NCFS000 ]', 7), ('[ VMG0000+P00CN000 : VMG0000+PP3CN000 ]', 1)];['[ NC00000 - v.o. : NCFS000 - v.o. ]', '[ NC00000 - v.o. : NCFS000 - v.o. ]', '[ NC00000 - v.o. : NCFS000 - v.o. ]', '[ NC00000 - v.o. : NCFS000 - v.o. ]', '[ NC00000 - s.c. : NCFS000 - s.c. ]', '[ NC00000 - v.o. : NCFS000 - v.o. ]', '[ NC00000 - v.o. : NCFS000 - v.o. ]', '[ VMG0000+P00CN000 - acortándose : VMG0000+PP3CN000 - acortándose ]'];
['es-S0210-48062006000200018-1.txt_tagged'];0,000;0,000;1,714;175;175;175;9;9;9;[('izquierda - AQ0FS0', 2), ('otra - PI0FS000', 1)];[('izquierda - NCFS000', 2), ('otra - DI0FS0', 1)];[('[ AQ0FS0 : NCFS000 ]', 2), ('[ PI0FS000 : DI0FS0 ]', 1)];['[ AQ0FS0 - izquierda : NCFS000 - izquierda ]', '[ AQ0FS0 - izquierda : NCFS000 - izquierda ]', '[ PI0FS000 - otra : DI0FS0 - otra ]'];
['es-S0212-16112007000800011-1.txt_tagged'];0,000;0,000;0,478;837;837;837;25;25;25;[('subtotal - AQ0CS0', 1), ('ciego - NCMS000', 1), ('resistente - AQ0CS0', 1), ('ha - NC00000', 1)];[('subtotal - NCMS000', 1), ('ciego - AQ0MS0', 1), ('resistente - NCMS000', 1), ('ha - VAIP3S0', 1)];[('[ AQ0CS0 : NCMS000 ]', 2), ('[ NCMS000 : AQ0MS0 ]', 1), ('[ NC00000 : VAIP3S0 ]', 1)];['[ AQ0CS0 - subtotal : NCMS000 - subtotal ]', '[ NCMS000 - ciego : AQ0MS0 - ciego ]', '[ AQ0CS0 - resistente : NCMS000 - resistente ]', '[ NC00000 - ha : VAIP3S0 - ha ]'];
['S1130-05582007000600006-1.txt_tagged'];0,000;0,000;1,587;441;441;441;16;16;16;[('izquierda - AQ0FS0', 2), ('5x7 - Z', 2), ('5x5 - Z', 1), ('indeterminados - VMP00PM', 1), ('misma - PI0FS000', 1)];[('izquierda - NCFS000', 2), ('5x7 - NC00000', 2), ('5x5 - NC00000', 1), ('indeterminados - AQ0MP0', 1), ('misma - AQ0FS0', 1)];[('[ Z : NC00000 ]', 3), ('[ AQ0FS0 : NCFS000 ]', 2), ('[ VMP00PM : AQ0MP0 ]', 1), ('[ PI0FS000 : AQ0FS0 ]', 1)];['[ AQ0FS0 - izquierda : NCFS000 - izquierda ]', '[ Z - 5x5 : NC00000 - 5x5 ]', '[ VMP00PM - indeterminados : AQ0MP0 - indeterminados ]', '[ Z - 5x7 : NC00000 - 5x7 ]', '[ AQ0FS0 - izquierda : NCFS000 - izquierda ]', '[ Z - 5x7 : NC00000 - 5x7 ]', '[ PI0FS000 - misma : AQ0FS0 - misma ]'];
['S0004-06142006000500002-4.txt_tagged'];0,000;0,000;2,926;376;376;376;19;19;19;[('Urólogo - NCMS000', 1), ('lateralizado - VMP00SM', 1), ('ecografía-doppler - NCFS000', 1), ('Testículo - NCMS000', 1), ('junto - RG', 1), ('vicentina - NCFS000', 1), ('negativo - AQ0MS0', 1), ('observarse - VMN0000+P00CN000', 1), ('Rete - NCFS000', 1), ('testis - AQ0CS0', 1), ('Rx - NC00000', 1)];[('Urólogo - NP00000', 1), ('lateralizado - AQ0MS0', 1), ('ecografía-doppler - NC00000', 1), ('Testículo - NP00000', 1), ('junto - VMIP1S0', 1), ('vicentina - AQ0FS0', 1), ('negativo - NCMS000', 1), ('observarse - VMN0000+PP3CN000', 1), ('Rete - VMM03S0', 1), ('testis - NC00000', 1), ('Rx - NP00000', 1)];[('[ NCMS000 : NP00000 ]', 2), ('[ VMP00SM : AQ0MS0 ]', 1), ('[ NCFS000 : NC00000 ]', 1), ('[ RG : VMIP1S0 ]', 1), ('[ NCFS000 : AQ0FS0 ]', 1), ('[ AQ0MS0 : NCMS000 ]', 1), ('[ VMN0000+P00CN000 : VMN0000+PP3CN000 ]', 1), ('[ NCFS000 : VMM03S0 ]', 1), ('[ AQ0CS0 : NC00000 ]', 1), ('[ NC00000 : NP00000 ]', 1)];['[ NCMS000 - Urólogo : NP00000 - Urólogo ]', '[ VMP00SM - lateralizado : AQ0MS0 - lateralizado ]', '[ NCFS000 - ecografía-doppler : NC00000 - ecografía-doppler ]', '[ NCMS000 - Testículo : NP00000 - Testículo ]', '[ RG - junto : VMIP1S0 - junto ]', '[ NCFS000 - vicentina : AQ0FS0 - vicentina ]', '[ AQ0MS0 - negativo : NCMS000 - negativo ]', '[ VMN0000+P00CN000 - observarse : VMN0000+PP3CN000 - observarse ]', '[ NCFS000 - Rete : VMM03S0 - Rete ]', '[ AQ0CS0 - testis : NC00000 - testis ]', '[ NC00000 - Rx : NP00000 - Rx ]'];
['es-S0004-06142005000900015-1.txt_tagged'];0,000;0,000;1,531;196;196;196;8;8;8;[('objetivarse - VMN0000+P00CN000', 1), ('encontrándose - VMG0000+P00CN000', 1), ('realizándose - VMG0000+P00CN000', 1)];[('objetivarse - VMN0000+PP3CN000', 1), ('encontrándose - VMG0000+PP3CN000', 1), ('realizándose - VMG0000+PP3CN000', 1)];[('[ VMG0000+P00CN000 : VMG0000+PP3CN000 ]', 2), ('[ VMN0000+P00CN000 : VMN0000+PP3CN000 ]', 1)];['[ VMN0000+P00CN000 - objetivarse : VMN0000+PP3CN000 - objetivarse ]', '[ VMG0000+P00CN000 - encontrándose : VMG0000+PP3CN000 - encontrándose ]', '[ VMG0000+P00CN000 - realizándose : VMG0000+PP3CN000 - realizándose ]'];
['S0211-69952014000200016-1.txt_tagged'];0,379;10,000;1,515;264;265;264;10;10;9;[('Gastroenterología - NCFS000', 1), ('observándose - VMG0000+P00CN000', 1), ('P - NC00000', 1), ('Durante - SPS00', 1)];[('Gastroenterología - NP00000', 1), ('observándose - VMG0000+PP3CN000', 1), ('P. - NC00000', 1), ('Durante - NP00000', 1)];[('[ NCFS000 : NP00000 ]', 1), ('[ VMG0000+P00CN000 : VMG0000+PP3CN000 ]', 1), ('[ NC00000 : NC00000 ]', 1), ('[ SPS00 : NP00000 ]', 1)];['[ NCFS000 - Gastroenterología : NP00000 - Gastroenterología ]', '[ VMG0000+P00CN000 - observándose : VMG0000+PP3CN000 - observándose ]', '[ NC00000 - P : NC00000 - P. ]', '[ SPS00 - Durante : NP00000 - Durante ]'];
['es-S0365-66912007001200011-1.txt_tagged'];0,000;0,000;0,645;310;310;310;13;13;13;[('derecho - AQ0MS0', 1), ('mismo - PI0MS000', 1)];[('derecho - NCMS000', 1), ('mismo - AQ0MS0', 1)];[('[ AQ0MS0 : NCMS000 ]', 1), ('[ PI0MS000 : AQ0MS0 ]', 1)];['[ AQ0MS0 - derecho : NCMS000 - derecho ]', '[ PI0MS000 - mismo : AQ0MS0 - mismo ]'];
['S1134-80462009000100005-1.txt_tagged'];0,000;0,000;0,606;165;165;165;4;4;4;[('resolviéndose - VMG0000+P00CN000', 1)];[('resolviéndose - VMG0000+PP3CN000', 1)];[('[ VMG0000+P00CN000 : VMG0000+PP3CN000 ]', 1)];['[ VMG0000+P00CN000 - resolviéndose : VMG0000+PP3CN000 - resolviéndose ]'];
['es-S1139-76322009000700014-2.txt_tagged'];0,000;0,000;2,663;413;413;413;24;24;24;[('Antecedentes - NCMP000', 2), ('familiares - AQ0CP0', 1), ('familiar - NCCS000', 1), ('pendiente - AQ0CS0', 1), ('Exploración - NCFS000', 1), ('rubia - AQ0FS0', 1), ('renal7,8 - AQ0CS0', 1), ('Balance - NCMS000', 1), ('Proteinuria - NCFS000', 1), ('moderada - AQ0FS0', 1)];[('Antecedentes - NP00000', 1), ('Antecedentes - AQ0CP0', 1), ('familiares - NCMP000', 1), ('familiar - AQ0CS0', 1), ('pendiente - NCMS000', 1), ('Exploración - NP00000', 1), ('rubia - NCFS000', 1), ('renal7,8 - NC00000', 1), ('Balance - NP00000', 1), ('Proteinuria - NP00000', 1), ('moderada - NCFS000', 1)];[('[ NCFS000 : NP00000 ]', 2), ('[ AQ0FS0 : NCFS000 ]', 2), ('[ NCMP000 : NP00000 ]', 1), ('[ NCMP000 : AQ0CP0 ]', 1), ('[ AQ0CP0 : NCMP000 ]', 1), ('[ NCCS000 : AQ0CS0 ]', 1), ('[ AQ0CS0 : NCMS000 ]', 1), ('[ AQ0CS0 : NC00000 ]', 1), ('[ NCMS000 : NP00000 ]', 1)];['[ NCMP000 - Antecedentes : NP00000 - Antecedentes ]', '[ NCMP000 - Antecedentes : AQ0CP0 - Antecedentes ]', '[ AQ0CP0 - familiares : NCMP000 - familiares ]', '[ NCCS000 - familiar : AQ0CS0 - familiar ]', '[ AQ0CS0 - pendiente : NCMS000 - pendiente ]', '[ NCFS000 - Exploración : NP00000 - Exploración ]', '[ AQ0FS0 - rubia : NCFS000 - rubia ]', '[ AQ0CS0 - renal7,8 : NC00000 - renal7,8 ]', '[ NCMS000 - Balance : NP00000 - Balance ]', '[ NCFS000 - Proteinuria : NP00000 - Proteinuria ]', '[ AQ0FS0 - moderada : NCFS000 - moderada ]'];
['S1130-01082008000900011-1.txt_tagged'];0,207;5,882;0,620;484;485;484;17;17;16;[('G - NC00000', 1), ('En - SPS00', 1), ('presente - AQ0CS0', 1)];[('G. - NC00000', 1), ('En - NP00000', 1), ('presente - NCMS000', 1)];[('[ NC00000 : NC00000 ]', 1), ('[ SPS00 : NP00000 ]', 1), ('[ AQ0CS0 : NCMS000 ]', 1)];['[ NC00000 - G : NC00000 - G. ]', '[ SPS00 - En : NP00000 - En ]', '[ AQ0CS0 - presente : NCMS000 - presente ]'];
